YearlyIncome__minmax,NumberCarsOwned__minmax,TotalChildren__minmax,NumberChildrenAtHome__minmax,HomeOwnerFlag__minmax,Gender,MaritalStatus,Occupation,Education
0.25211998592540463,0.0,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.020197044334975378,0.0,0.6666666666666666,0.3333333333333333,0.0,M,M,Manual,Bachelors
0.4555066854327938,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Graduate Degree
0.708893384940183,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Management,Bachelors
0.6847642505277973,0.4,0.3333333333333333,0.0,1.0,M,S,Management,Partial College
0.08666432090077411,0.0,0.0,0.0,0.0,M,S,Manual,Graduate Degree
0.24992962702322305,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.05236629134412388,0.2,0.0,0.0,0.0,F,S,Manual,Partial College
0.7464197748064743,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Management,Partial College
0.06046798029556652,0.0,0.3333333333333333,0.0,1.0,M,M,Manual,Partial College
0.4918191414496833,0.2,0.0,0.0,0.0,F,S,Clerical,Bachelors
0.5171534130893737,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,High School
0.25578817733990145,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.6767857142857143,0.4,0.6666666666666666,0.0,1.0,M,M,Management,Bachelors
0.2332776213933849,0.2,0.0,0.0,0.0,F,M,Skilled Manual,High School
0.49717628430682614,0.4,0.3333333333333333,0.3333333333333333,1.0,M,S,Clerical,High School
0.5235573539760732,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Bachelors
0.24889162561576353,0.2,0.0,0.0,1.0,F,S,Skilled Manual,High School
0.2350985221674877,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Skilled Manual,Partial College
0.2918455313159747,0.4,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.9070900774102745,0.6000000000000001,0.6666666666666666,0.0,1.0,M,M,Professional,Graduate Degree
0.5231790992258972,0.2,0.0,0.0,0.0,M,S,Clerical,High School
0.7231527093596058,0.0,0.0,0.0,1.0,M,S,Management,Bachelors
0.47691766361717103,0.4,0.0,0.0,0.0,F,S,Clerical,Bachelors
0.03626847290640392,0.0,0.0,0.0,0.0,F,S,Manual,High School
0.25026389866291343,0.4,0.0,0.0,1.0,M,S,Skilled Manual,Partial College
0.5082424349049964,0.2,0.0,0.0,0.0,F,S,Clerical,Partial College
0.5348258268824772,0.6000000000000001,0.0,0.0,0.0,F,S,Clerical,Partial College
0.46205137227304716,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.9770760028149191,0.6000000000000001,0.0,0.0,1.0,F,S,Professional,Bachelors
0.9028764954257565,0.4,0.0,0.0,1.0,M,S,Professional,Bachelors
0.4753166783954962,0.2,0.0,0.0,1.0,M,S,Clerical,Partial College
0.5220531315974666,0.4,0.3333333333333333,0.3333333333333333,1.0,F,M,Clerical,Graduate Degree
0.4684729064039409,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Bachelors
0.7399894440534834,0.6000000000000001,0.3333333333333333,0.3333333333333333,1.0,M,S,Management,Graduate Degree
0.5366907107670654,0.0,0.0,0.0,0.0,M,S,Clerical,Partial College
0.4980999296270232,0.2,0.0,0.0,0.0,F,S,Clerical,Bachelors
0.7580840957072484,0.0,0.0,0.0,1.0,F,S,Management,Graduate Degree
0.29190710767065453,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.05885819845179449,0.0,0.0,0.0,0.0,M,S,Manual,High School
0.01576354679802955,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Partial High School
0.7317909922589726,0.4,0.0,0.0,1.0,M,S,Management,Bachelors
0.5112860661505981,0.4,0.0,0.0,0.0,F,S,Clerical,Graduate Degree
0.9706456720619282,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,M,M,Professional,Graduate Degree
0.9891361717100634,0.6000000000000001,0.0,0.0,1.0,F,M,Professional,Graduate Degree
0.23825650950035185,0.2,0.0,0.0,1.0,M,S,Skilled Manual,Partial College
0.2913617171006334,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Bachelors
0.49701794510907815,0.2,0.3333333333333333,0.0,1.0,F,M,Clerical,Bachelors
0.23986629134412382,0.2,0.3333333333333333,0.3333333333333333,0.0,F,M,Skilled Manual,Graduate Degree
0.5036242083040112,0.4,0.0,0.0,0.0,F,S,Clerical,High School
0.27839549612948633,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.01631773399014777,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.9923909218859958,0.4,0.3333333333333333,0.0,1.0,F,S,Professional,Graduate Degree
0.24052603800140746,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,High School
0.956975721323012,0.4,0.0,0.0,1.0,M,S,Professional,Bachelors
0.04318261787473612,0.2,0.6666666666666666,0.6666666666666666,1.0,M,M,Manual,Bachelors
0.5194933145672062,0.2,0.0,0.0,1.0,F,S,Clerical,Bachelors
0.517179802955665,0.0,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Bachelors
0.673777269528501,0.4,0.0,0.0,1.0,F,M,Management,Partial College
0.944563687543983,0.6000000000000001,0.6666666666666666,0.6666666666666666,1.0,M,M,Professional,Bachelors
0.6826002814919071,0.4,0.6666666666666666,0.0,1.0,F,M,Management,Graduate Degree
0.048856439127375056,0.2,0.0,0.0,0.0,M,S,Manual,Graduate Degree
0.29005102040816333,0.4,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,Partial College
0.9246657283603096,0.4,0.0,0.0,1.0,F,M,Professional,Graduate Degree
0.967250175932442,0.4,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.7346323011963406,0.4,0.0,0.0,0.0,F,S,Management,Bachelors
0.5220355383532723,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Partial College
0.538036593947924,0.2,0.3333333333333333,0.3333333333333333,1.0,F,S,Clerical,Partial College
0.24964813511611542,0.2,0.3333333333333333,0.3333333333333333,1.0,M,S,Skilled Manual,Partial College
0.5121217452498241,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Partial College
0.026301900070372947,0.2,0.6666666666666666,0.3333333333333333,0.0,M,M,Manual,Bachelors
0.6839373680506685,0.2,0.0,0.0,0.0,F,S,Management,Partial College
0.07371569317382123,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.022642505277973263,0.0,0.3333333333333333,0.3333333333333333,0.0,F,M,Manual,Graduate Degree
0.29102744546094306,0.2,0.6666666666666666,0.6666666666666666,1.0,F,M,Skilled Manual,Partial High School
0.49465165376495424,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Clerical,Partial College
0.9165464461646727,0.4,0.3333333333333333,0.0,1.0,F,S,Professional,Bachelors
0.08803659394792399,0.0,0.0,0.0,0.0,F,S,Manual,Partial College
0.7692733990147783,0.6000000000000001,0.0,0.0,0.0,F,M,Management,Bachelors
0.02718156228008442,0.0,0.0,0.0,0.0,F,S,Manual,Partial College
0.9928483462350458,0.6000000000000001,0.0,0.0,0.0,M,S,Professional,Bachelors
0.9384676284306827,0.2,0.3333333333333333,0.0,1.0,M,M,Professional,Graduate Degree
0.9321868402533428,0.4,1.0,0.6666666666666666,1.0,M,M,Professional,Bachelors
0.08424524982406753,0.0,0.0,0.0,0.0,M,S,Manual,Partial College
0.03420126671358201,0.2,0.3333333333333333,0.0,0.0,M,M,Manual,Graduate Degree
0.2955137227304715,0.2,0.0,0.0,1.0,F,S,Skilled Manual,Partial College
0.2671446164672765,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Skilled Manual,Bachelors
0.48820372976776916,0.4,0.6666666666666666,0.0,1.0,M,M,Clerical,Partial College
0.25874384236453196,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.9679978888106967,0.4,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.03460591133004928,0.0,0.0,0.0,0.0,F,S,Manual,High School
0.08037473610133708,0.0,0.6666666666666666,0.3333333333333333,0.0,F,M,Manual,Bachelors
0.04824947220267414,0.2,0.6666666666666666,0.0,1.0,M,M,Manual,High School
0.02333743842364533,0.0,0.6666666666666666,0.3333333333333333,0.0,M,M,Manual,Bachelors
0.24444933145672063,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,Partial College
0.07544862772695285,0.2,0.3333333333333333,0.0,1.0,F,S,Manual,Bachelors
0.4648662913441238,0.6000000000000001,0.6666666666666666,0.0,1.0,F,M,Clerical,Bachelors
0.0035626319493314573,0.2,0.0,0.0,0.0,F,S,Manual,High School
0.2909394792399719,0.4,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.0713581984517945,0.0,0.0,0.0,0.0,M,S,Manual,Partial College
0.4575738916256158,0.4,0.0,0.0,1.0,F,S,Clerical,Partial College
0.6865587614356087,0.4,1.0,0.0,1.0,F,M,Management,Bachelors
0.09232054890921884,0.2,0.0,0.0,0.0,F,S,Manual,High School
0.5239883884588318,0.0,0.3333333333333333,0.0,1.0,M,M,Clerical,Graduate Degree
0.9509412385643913,0.4,0.0,0.0,1.0,M,S,Professional,Bachelors
0.31489268121041525,0.2,0.0,0.0,1.0,F,S,Skilled Manual,Graduate Degree
0.462579169598874,0.2,0.3333333333333333,0.0,1.0,M,M,Clerical,Partial College
0.2565886699507389,0.4,0.3333333333333333,0.0,0.0,M,M,Skilled Manual,High School
0.26135643912737505,0.4,0.3333333333333333,0.3333333333333333,1.0,F,S,Skilled Manual,Bachelors
0.05778501055594651,0.0,0.0,0.0,0.0,M,S,Manual,Partial High School
0.767558057705841,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Management,Bachelors
0.2737068965517241,0.4,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Bachelors
0.5062807881773399,0.2,0.3333333333333333,0.0,1.0,F,M,Clerical,High School
0.02229943701618578,0.0,0.6666666666666666,0.0,1.0,F,M,Manual,High School
0.3068613652357495,0.4,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,High School
0.49203905700211115,0.4,0.3333333333333333,0.0,1.0,F,M,Clerical,Graduate Degree
0.2609342012667135,0.4,0.6666666666666666,0.6666666666666666,1.0,M,M,Skilled Manual,Graduate Degree
0.4716308937368051,0.6000000000000001,0.3333333333333333,0.0,1.0,F,S,Clerical,High School
0.01218332160450386,0.0,0.0,0.0,0.0,F,S,Manual,Partial College
0.09034130893736805,0.2,0.0,0.0,0.0,F,S,Manual,High School
0.05555066854327936,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Manual,High School
0.756896551724138,0.4,0.0,0.0,0.0,M,S,Management,Graduate Degree
0.4795390570021112,0.4,0.3333333333333333,0.0,1.0,M,S,Clerical,High School
0.29909394792399724,0.2,0.6666666666666666,0.6666666666666666,1.0,M,M,Skilled Manual,Bachelors
0.7571428571428571,0.2,0.6666666666666666,0.0,1.0,M,M,Management,Partial College
0.6763546798029556,0.6000000000000001,0.3333333333333333,0.3333333333333333,1.0,M,M,Management,Partial College
0.4499824067558058,0.4,0.0,0.0,0.0,F,S,Clerical,High School
0.5129398311048557,0.4,0.0,0.0,1.0,F,S,Clerical,Partial College
0.6950738916256157,0.0,0.3333333333333333,0.0,1.0,F,M,Management,Bachelors
0.2864971850809289,0.2,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.46560520760028146,0.2,0.0,0.0,0.0,M,S,Clerical,Bachelors
0.0025950035186488307,0.0,0.0,0.0,0.0,F,S,Manual,Partial College
0.7689919071076706,0.2,0.6666666666666666,0.0,1.0,F,M,Management,Bachelors
0.4788705137227305,0.4,0.0,0.0,0.0,F,S,Clerical,High School
0.2999384236453202,0.2,0.0,0.0,1.0,F,S,Skilled Manual,Partial College
0.0952234342012667,0.2,0.0,0.0,0.0,M,S,Manual,High School
0.3148399014778325,0.2,0.0,0.0,0.0,F,M,Skilled Manual,Partial College
0.7535362420830402,0.4,0.0,0.0,1.0,F,M,Management,Graduate Degree
0.08925932441942294,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Graduate Degree
0.7715165376495425,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Management,Bachelors
0.5315710767065447,0.2,0.0,0.0,0.0,M,M,Clerical,High School
0.32230823363828287,0.2,0.0,0.0,1.0,M,S,Skilled Manual,High School
0.24697396199859253,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Bachelors
0.5134852216748769,0.2,0.0,0.0,0.0,M,S,Clerical,Bachelors
0.307283603096411,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Bachelors
0.7224577762139338,0.2,0.0,0.0,1.0,F,S,Management,Partial College
0.4776301900070373,0.4,0.0,0.0,1.0,M,S,Clerical,Bachelors
0.012869458128078826,0.0,0.0,0.0,0.0,M,M,Manual,Bachelors
0.4642945109078114,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.036690710767065454,0.2,0.0,0.0,0.0,F,S,Manual,Graduate Degree
0.5417223786066151,0.0,0.0,0.0,1.0,M,S,Clerical,Graduate Degree
0.23113124560168893,0.4,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.30694053483462347,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Bachelors
0.28704257565095004,0.2,0.0,0.0,0.0,F,M,Skilled Manual,Partial High School
0.314875087966221,0.4,0.3333333333333333,0.0,0.0,M,M,Skilled Manual,Graduate Degree
0.7557441942294159,0.2,0.0,0.0,1.0,F,S,Management,Partial College
0.23899542575650948,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial High School
0.29797677691766367,0.2,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,High School
0.269554890921886,0.4,0.0,0.0,0.0,F,S,Skilled Manual,Graduate Degree
0.4576970443349754,0.2,0.3333333333333333,0.3333333333333333,1.0,F,M,Clerical,Bachelors
0.29154644616467273,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.516713581984518,0.2,0.0,0.0,0.0,F,S,Clerical,High School
0.9188775510204082,0.4,0.6666666666666666,0.6666666666666666,1.0,M,M,Professional,Bachelors
0.46628254750175935,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,High School
0.07563335679099223,0.2,0.0,0.0,0.0,M,M,Manual,Bachelors
0.767786769880366,0.2,0.0,0.0,1.0,M,S,Management,Partial College
0.49105383532723434,0.4,0.3333333333333333,0.0,1.0,F,M,Clerical,Partial College
0.9540112596762843,0.2,0.0,0.0,1.0,F,M,Professional,Bachelors
0.7343596059113301,0.2,0.3333333333333333,0.0,1.0,M,M,Management,Bachelors
0.7097554539057002,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Management,Partial College
0.9688335679099226,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Professional,Graduate Degree
0.517179802955665,0.0,0.0,0.0,1.0,M,S,Clerical,Partial College
0.4598522167487685,0.2,0.0,0.0,0.0,F,M,Clerical,High School
0.2736717100633357,0.2,0.0,0.0,1.0,M,S,Skilled Manual,Partial High School
0.9375879662209711,0.0,0.3333333333333333,0.3333333333333333,1.0,F,M,Professional,Bachelors
0.4770584095707249,0.0,0.6666666666666666,0.0,1.0,M,M,Clerical,Bachelors
0.03216045038705137,0.0,0.0,0.0,1.0,F,S,Manual,Partial College
0.5171358198451794,0.2,0.6666666666666666,0.0,1.0,F,M,Clerical,Partial College
0.9307266009852216,0.4,0.6666666666666666,0.6666666666666666,1.0,M,M,Professional,Bachelors
0.49346410978184374,0.4,0.0,0.0,0.0,M,S,Clerical,Bachelors
0.2574595355383532,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.6938511611541168,0.6000000000000001,0.0,0.0,1.0,F,S,Management,Graduate Degree
0.05556826178747362,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.7425492610837439,0.6000000000000001,0.0,0.0,0.0,F,S,Management,Partial College
0.23160626319493313,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Graduate Degree
0.3209183673469388,0.4,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.9978976073187896,0.4,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.75981703026038,0.2,0.0,0.0,0.0,M,S,Management,Partial College
0.9086910626319492,0.6000000000000001,0.0,0.0,1.0,M,M,Professional,Graduate Degree
0.7296446164672765,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Management,Graduate Degree
0.2921094299788881,0.2,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,High School
0.5317030260380015,0.2,0.0,0.0,0.0,M,M,Clerical,Bachelors
0.993947923997185,0.2,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.0735133708655876,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.46988036593947924,0.4,0.0,0.0,0.0,M,S,Clerical,Bachelors
0.014461646727656569,0.0,0.3333333333333333,0.0,0.0,F,M,Manual,Bachelors
0.2706544686840253,0.0,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.5175404644616467,0.2,0.0,0.0,1.0,M,S,Clerical,High School
0.5436048557353976,0.4,0.0,0.0,0.0,F,S,Clerical,Bachelors
0.08541520056298382,0.2,0.0,0.0,0.0,F,S,Manual,Partial High School
0.725,0.4,0.6666666666666666,0.6666666666666666,1.0,F,M,Management,Partial College
0.3107142857142857,0.0,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.2790376495425757,0.2,0.0,0.0,1.0,M,S,Skilled Manual,Partial High School
0.2479152005629838,0.0,0.0,0.0,0.0,M,S,Skilled Manual,Partial High School
0.32236101337086565,0.0,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.5339637579169599,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Bachelors
0.532969739619986,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Graduate Degree
0.036875439831104834,0.0,0.0,0.0,0.0,M,S,Manual,Partial College
0.46944933145672063,0.4,0.0,0.0,0.0,M,S,Clerical,Bachelors
0.09375439831104856,0.2,0.6666666666666666,0.0,1.0,M,M,Manual,Partial College
0.01789232934553131,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,High School
0.09184553131597464,0.2,0.0,0.0,0.0,F,S,Manual,Bachelors
0.044176636171710054,0.0,0.0,0.0,0.0,F,M,Manual,Bachelors
0.2455840957072484,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.5345531315974665,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.2666344123856439,0.2,0.3333333333333333,0.0,0.0,F,M,Skilled Manual,Graduate Degree
0.04958655876143561,0.2,0.3333333333333333,0.0,1.0,F,S,Manual,High School
0.25799612948627726,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial High School
0.9808849401829697,0.4,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.2954345531315975,0.4,0.6666666666666666,0.6666666666666666,1.0,M,M,Skilled Manual,Bachelors
0.7597642505277973,0.2,0.0,0.0,0.0,M,S,Management,Partial College
0.5039672765657988,0.4,0.3333333333333333,0.0,1.0,F,M,Clerical,High School
0.31500703729767765,0.2,0.3333333333333333,0.0,1.0,M,M,Skilled Manual,Partial High School
0.09380717804363123,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Manual,High School
0.3051548205489092,0.2,0.3333333333333333,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.9210239268121042,0.6000000000000001,0.0,0.0,1.0,M,S,Professional,Bachelors
0.3235749472202675,0.4,0.6666666666666666,0.6666666666666666,0.0,M,M,Skilled Manual,Graduate Degree
0.0207600281491907,0.2,0.6666666666666666,0.0,1.0,M,M,Manual,Bachelors
0.01528852920478535,0.2,0.0,0.0,0.0,M,M,Manual,Graduate Degree
0.25002638986629133,0.4,1.0,0.0,1.0,M,M,Skilled Manual,Partial College
0.5224753694581281,0.4,0.0,0.0,0.0,M,S,Clerical,Bachelors
0.0657899366643209,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Partial High School
0.05882301196340603,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.29505629838142156,0.4,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,Partial College
0.248390218156228,0.0,0.0,0.0,0.0,M,S,Skilled Manual,Graduate Degree
0.49947220267417314,0.6000000000000001,0.0,0.0,0.0,F,S,Clerical,Partial College
0.26420654468684024,0.0,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.25791695988740326,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Graduate Degree
0.25540112596762843,0.0,0.0,0.0,0.0,F,S,Skilled Manual,Partial High School
0.26760204081632655,0.0,0.0,0.0,0.0,F,M,Skilled Manual,High School
0.02179802955665025,0.0,0.0,0.0,0.0,M,S,Manual,Partial College
0.29850457424349053,0.2,0.0,0.0,1.0,F,S,Skilled Manual,High School
0.9330665024630541,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Professional,Graduate Degree
0.248926812104152,0.0,0.0,0.0,0.0,M,S,Skilled Manual,Bachelors
0.2531579873328642,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.29588318085855037,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,Partial College
0.2248856439127375,0.2,0.3333333333333333,0.3333333333333333,1.0,F,S,Skilled Manual,Bachelors
0.2665200562983814,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.27324947220267415,0.2,0.0,0.0,0.0,F,S,Skilled Manual,High School
0.29193349753694586,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,Partial College
0.4738124560168895,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Bachelors
0.07975897255453904,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Graduate Degree
0.07409394792399718,0.2,0.3333333333333333,0.0,0.0,M,M,Manual,Partial High School
0.25815446868402536,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.9101600985221675,0.2,0.3333333333333333,0.0,1.0,M,M,Professional,Bachelors
0.2561576354679803,0.4,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Bachelors
0.528228360309641,0.2,0.0,0.0,0.0,F,S,Clerical,Partial College
0.26491027445460946,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,High School
0.512649542575651,0.6000000000000001,0.6666666666666666,0.0,1.0,F,M,Clerical,High School
0.5422325826882477,0.2,0.6666666666666666,0.0,1.0,M,M,Clerical,Graduate Degree
0.9839725545390571,0.4,0.0,0.0,1.0,M,S,Professional,Bachelors
0.6919159042927516,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Management,Partial College
0.5307090077410275,0.4,0.3333333333333333,0.3333333333333333,1.0,M,M,Clerical,Graduate Degree
0.2493578465869106,0.0,0.3333333333333333,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.014804714989444051,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Manual,Bachelors
0.4641185784658691,0.2,0.6666666666666666,0.6666666666666666,1.0,M,M,Clerical,Partial College
0.6969827586206896,0.4,0.3333333333333333,0.3333333333333333,1.0,F,M,Management,Partial College
0.4683849401829697,0.0,0.3333333333333333,0.3333333333333333,1.0,F,S,Clerical,Bachelors
0.7636875439831105,0.4,0.3333333333333333,0.0,1.0,M,S,Management,Graduate Degree
0.7145320197044335,0.4,0.0,0.0,0.0,F,S,Management,Bachelors
0.22383884588318084,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.5437631949331456,0.0,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.0095795214637579,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Manual,Graduate Degree
0.9189479239971851,0.0,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.2566854327938072,0.2,0.3333333333333333,0.0,0.0,M,M,Skilled Manual,Graduate Degree
0.747704081632653,0.2,0.6666666666666666,0.6666666666666666,1.0,M,M,Management,Graduate Degree
0.507978536242083,0.4,0.0,0.0,1.0,M,S,Clerical,Graduate Degree
0.06461998592540466,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Partial College
0.5469915552427868,0.0,1.0,0.0,1.0,M,M,Clerical,High School
0.07113828289936666,0.2,0.0,0.0,0.0,F,S,Manual,Partial High School
0.7397343420126671,0.2,0.0,0.0,0.0,M,S,Management,Partial College
0.9295214637579169,0.8,0.3333333333333333,0.0,1.0,M,M,Professional,Bachelors
0.721850809289233,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Management,Bachelors
0.4596235045742435,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.4641273750879662,0.4,0.3333333333333333,0.3333333333333333,1.0,M,M,Clerical,Partial College
0.6807002111189303,0.2,0.0,0.0,1.0,M,S,Management,Partial College
0.455981703026038,0.0,0.6666666666666666,0.6666666666666666,1.0,M,M,Clerical,Partial College
0.46011611541168196,0.2,0.0,0.0,0.0,M,M,Clerical,Partial College
0.3064567206192822,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.532978536242083,0.4,0.0,0.0,0.0,F,S,Clerical,Partial College
0.2347026741731175,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.5241819141449683,0.4,0.6666666666666666,0.0,1.0,F,M,Clerical,Graduate Degree
0.22686488388458828,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.037148135116115394,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,High School
0.09687719915552426,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.048381421534130914,0.2,0.3333333333333333,0.0,1.0,M,M,Manual,Bachelors
0.011585151301900076,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Manual,Partial College
0.025721323011963393,0.2,0.3333333333333333,0.0,0.0,M,M,Manual,Bachelors
0.26902709359605914,0.2,0.6666666666666666,0.0,0.0,M,M,Skilled Manual,Partial High School
0.49014778325123154,0.2,0.3333333333333333,0.3333333333333333,1.0,F,M,Clerical,Bachelors
0.5127551020408163,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.4559992962702323,0.2,0.3333333333333333,0.3333333333333333,1.0,F,S,Clerical,Partial College
0.5426724137931035,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Clerical,Bachelors
0.05000000000000002,0.0,0.0,0.0,0.0,F,S,Manual,Partial High School
0.49729943701618573,0.2,0.3333333333333333,0.0,1.0,M,S,Clerical,Bachelors
0.24093068261787473,0.4,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,Bachelors
0.29554890921886,0.2,0.0,0.0,1.0,F,S,Skilled Manual,High School
0.5396199859254046,0.0,0.0,0.0,1.0,M,S,Clerical,Partial College
0.02197396199859253,0.2,0.6666666666666666,0.0,1.0,F,M,Manual,Partial College
0.9328641801548204,0.0,0.3333333333333333,0.3333333333333333,1.0,F,M,Professional,Graduate Degree
0.7168983110485574,0.4,0.0,0.0,1.0,M,S,Management,Graduate Degree
0.03599577762139336,0.0,0.6666666666666666,0.0,1.0,M,M,Manual,High School
0.6928483462350458,0.4,0.0,0.0,0.0,F,S,Management,Partial College
0.04981527093596058,0.0,0.3333333333333333,0.3333333333333333,1.0,F,S,Manual,Bachelors
0.5362596762843068,0.2,0.0,0.0,0.0,F,S,Clerical,Partial College
0.5263458831808585,0.4,0.6666666666666666,0.0,1.0,F,M,Clerical,Partial College
